web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,genres,spoken_languages,production_countries,release_date,runtime,overview
https://www.nytimes.com/2021/01/21/movies/preparations-to-be-together-for-an-unknown-period-of-time-review.html,A neurosurgeon pursues the man of her dreams in this simmering portrait of obsession by the Hungarian filmmaker Lili Horvat.,The New York Times,"subject: Movies;creative_works: Preparations to Be Together for an Unknown Period of Time (Movie);persons: Horvat, Lili;",2021-01-21T12:00:03+0000,438,‘Preparations to Be Together’ Review: Mysteries of Love,Critic’s Pick,,"Neurosurgeon, Heal Thyself",,,,By Beatrice Loayza,,Preparations to Be Together,Drama,"English, Hungarian",Hungary,2020-09-24,95,"Márta, a 40-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man she loves. But she waits for him at the Liberty Bridge in vain - he does not appear at their rendezvous. Márta starts to search for him desperately, but when she finally finds him, the love of her life claims that they have never met before."
https://www.nytimes.com/2020/12/24/movies/review-your-name-engraved-herein.html,The filmmaker Patrick Liu keeps the focus on the two young men in this Taiwanese drama and blurs the rest.,The New York Times,"subject: Movies;glocations: Taiwan;persons: Liu, Patrick (Filmmaker);creative_works: Your Name Engraved Herein (Movie);",2020-12-24T12:00:06+0000,295,‘Your Name Engraved Herein’ Review: When Love Is All You Can See,,,Your Name Engraved Herein,,,,By Teo Bugbee,,Your Name Engraved Herein,"Romance, Drama","Mandarin, English","Taiwan, United States of America",2020-09-30,114,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma."
https://www.nytimes.com/2020/12/21/movies/review-ariana-grande-excuse-me-i-love-you.html,"Sometimes it’s enough to adore a pop star from afar, even if you aren’t an Arianator.",The New York Times,"subject: Pop and Rock Music;subject: Documentary Films and Programs;creative_works: Ariana Grande: Excuse Me, I Love You (Movie);persons: Grande, Ariana;persons: Dugdale, Paul (1980- );subject: Content Type: Personal Profile;",2020-12-22T03:50:45+0000,380,"‘Ariana Grande: Excuse Me, I Love You’ Review: It’s Mutual",Streaming,,"Excuse Me, the Feeling Is Mutual",,,,By Chris Azzopardi,,"Ariana Grande: Excuse Me, I Love You","Music, Documentary",English,United States of America,2020-12-21,97,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"subject: Documentary Films and Programs;subject: Art;creative_works: Museum Town (Movie);persons: Trainer, Jennifer;organizations: Massachusetts Museum of Contemporary Art;subject: Museums;glocations: North Adams (Mass);",2020-12-17T15:49:52+0000,280,‘Museum Town’ Review: A Love Letter to Mass MoCA,,,Museum Town,,,,By Lovia Gyarkye,,Museum Town,Documentary,English,United States of America,2019-03-10,75,A rural American town suffering economically from factory closures finds an unconventional route to recovery with the help of MASS MoCA.
https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"subject: Movies;persons: Shanley, John Patrick;persons: Blunt, Emily;persons: Dornan, Jamie;creative_works: Outside Mullingar (Play);creative_works: Wild Mountain Thyme (Movie);",2020-12-10T12:00:04+0000,341,‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,,,Wild Mountain Thyme,,,,By Glenn Kenny,,Wild Mountain Thyme,"Romance, Drama",English,"Ireland, United Kingdom",2020-12-11,102,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams."
https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"subject: Documentary Films and Programs;creative_works: My Psychedelic Love Story (Movie);persons: Harcourt-Smith, Joanna (1946-2020);persons: Morris, Errol;subject: LSD (Lysergic Acid Diethylamide);subject: Content Type: Personal Profile;",2020-11-26T12:00:05+0000,599,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,Critic’s Pick,,Acid and Romance: On the Run With Timothy Leary,,,,By Glenn Kenny,,My Psychedelic Love Story,Documentary,English,United States of America,2020-10-22,107,An examination of the notorious high priest of LSD Timothy Leary through the eyes of his famed lover Joanna Harcourt-Smith.
https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"subject: Documentary Films and Programs;subject: Rap and Hip-Hop;persons: Gandhi, Vikram;persons: 6ix9ine (Rapper);creative_works: 69: The Saga of Danny Hernandez (Movie);",2020-11-17T19:07:20+0000,363,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,,,"Loved in Hip-Hop, but Loathed in the End",,,,By Calum Marsh,,69: The Saga of Danny Hernandez,"Music, Documentary",English,United States of America,2021-04-29,101,"Part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll Tekashi69, aka 69, while chronicling his meteoric rise and fall from fame."
https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"subject: Movies;persons: Ronan, Saoirse;persons: Winslet, Kate;persons: Lee, Francis (1969- );creative_works: Ammonite (Movie);",2020-11-12T12:00:04+0000,510,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,,Love on the Rocks,,,,By Jeannette Catsoulis,,Ammonite,"Romance, Drama",English,United Kingdom,2020-11-13,118,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably."
https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"persons: Matthews, Michael (Film Director);subject: Movies;creative_works: Love and Monsters (Movie);",2020-10-15T11:00:07+0000,284,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,,,Love and Monsters,,,,By Lovia Gyarkye,,Love and Monsters,"Comedy, Action, Adventure, Science Fiction",English,United States of America,2020-10-16,109,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way."
https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"With the help of her father, the documentary filmmaker Kirsten Johnson made a surprising, endearing movie about his death.",The New York Times,"creative_works: Dick Johnson Is Dead (Movie);subject: Documentary Films and Programs;persons: Johnson, Kirsten (1965- );creative_works: Cameraperson (Movie);subject: Death and Dying;",2020-10-01T11:00:08+0000,816,"‘Dick Johnson Is Dead’ Review: A Father’s Painful, Funny Goodbye",Critic’s pick,,A Love Letter Delivered Along With a Death Notice,,,,By Manohla Dargis,,Dick Johnson Is Dead,Documentary,English,United States of America,2020-01-23,89,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all."
https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"subject: Movies;persons: Cook, Rachael Leigh;persons: Wayans, Damon Jr;persons: Johnson, Mark Steven;creative_works: Love, Guaranteed (Movie);",2020-09-03T07:01:05+0000,343,"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",,,"Love, Guaranteed",,,,By Natalia Winkelman,,"Love, Guaranteed","Romance, Comedy",English,United States of America,2020-09-02,91,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.
https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"subject: Movies;persons: Carson, Sofia (1993- );persons: Down, Elissa (1975- );creative_works: Feel the Beat (Movie);",2020-06-19T07:01:02+0000,253,‘Feel the Beat’ Review: Tough Love in the Dance Studio,,,A Young Troupe Needs Some Ballet Tough Love,,,,By Natalia Winkelman,,Feel the Beat,"Comedy, Music, Drama","Turkish, English","Canada, United States of America",2020-06-19,107,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition."
https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"subject: Movies;creative_works: Babyteeth (Movie);persons: Murphy, Shannon (Film Director);persons: Scanlen, Eliza;persons: Wallace, Toby (1996- );",2020-06-18T16:31:36+0000,517,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",,,"Love Means Never Having, Well, You Know",,,,By Manohla Dargis,,Babyteeth,"Drama, Comedy, Romance",English,Australia,2020-06-15,118,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.
https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"subject: Documentary Films and Programs;subject: Scripps National Spelling Bee;persons: Rega, Sam;creative_works: Spelling the Dream (Movie);subject: Spelling;organizations: Netflix Inc;",2020-06-03T12:44:10+0000,296,‘Spelling the Dream’ Review: Words of Inspiration,,,Love of Language Spells Success,,,,By Bilal Qureshi,,Spelling the Dream,Documentary,English,United States of America,2020-06-03,82,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. “Breaking the Bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion."
https://www.nytimes.com/2020/04/29/movies/a-secret-love-review.html,"This tender film explores the partnership between two women who lived, in public and to kin, as dear friends for six decades.",The New York Times,"subject: Documentary Films and Programs;subject: Homosexuality and Bisexuality;persons: Bolan, Chris (Filmmaker);creative_works: A Secret Love (Movie);",2020-04-29T07:01:02+0000,309,‘A Secret Love’ Review: A Lesbian Couple’s Enduring Affection,,,Making a Haven of Their Own,,,,By Natalia Winkelman,,A Secret Love,"Drama, Romance",Korean,South Korea,2016-08-11,70,"Ho-je remarried Hyeon-ah. He thinks wives and girlfriends are different things and refuses to sleep with Hyeon-ah. Although she's upset, she keeps it in for the sake of his wealth and comforts herself with hosts, but she's still feeling empty inside. Meanwhile, Ho-je's daughter Ho-yeon feels something strange between her boyfriend Joo-cheol and Hyeon-ah and offers Hyeon-ah 50 million won for sleeping with her father. Hyeon-ah thinks this is the perfect chance to get rid of Ho-je's girlfriend and accepts but..."
https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,The New York Times,"subject: Movies;creative_works: Love Wedding Repeat (Movie);persons: Craig, Dean (1974- );persons: Claflin, Sam;persons: Munn, Olivia;",2020-04-10T07:01:05+0000,414,‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,Movie Review,,Pratfalling Down The Aisle,,,,By Amy Nicholson,,Love Wedding Repeat,"Comedy, Romance","English, Italian","United Kingdom, Italy",2020-04-10,100,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day."
https://www.nytimes.com/2020/04/02/movies/almost-love-review.html,This ensemble comedy treats class solidarity as the love that dare not speak its name.,The New York Times,"subject: Movies;creative_works: Almost Love (Movie);persons: Doyle, Mike (1972- );",2020-04-02T11:00:03+0000,408,"‘Almost Love’ Review: Schooled in Romance, but Missing Class",,,"Schooled in Romance, but Missing Class",,,,By Teo Bugbee,,Almost Love,"Drama, Romance","Cantonese, Mandarin, English",Hong Kong,1996-11-02,116,"Jun arrives in Hong Kong from mainland China, hoping to be able to earn enough money to marry his girlfriend back home. He meets the streetwise Qiao and they become friends. As friendship turns into love, problems develop, and although they seem meant for each other they somehow keep missing out."
https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,Annette Bening and Bill Nighy play a couple that has lost its way after 29 years of marriage.,The New York Times,"subject: Movies;persons: Bening, Annette;persons: Nighy, Bill;persons: Nicholson, William (1948- );creative_works: Hope Gap (Movie);",2020-03-05T12:00:03+0000,257,‘Hope Gap’ Review: A Thin Line Between Love and War,,,Hope Gap,,,,By Aisha Harris,,Hope Gap,Drama,English,United Kingdom,2019-10-03,100,"Grace lives an idyllic life in a British seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. Through stages of shock, disbelief and anger -- and with support from her son -- Grace ultimately regains her footing while learning it's never too late to be happy."
https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.,The New York Times,"subject: Movies;creative_works: All the Bright Places (Movie);persons: Haley, Brett;persons: Fanning, Elle;persons: Smith, Justice (1995- );organizations: Netflix Inc;",2020-02-28T08:01:07+0000,233,‘All the Bright Places’ Review: Love Amid Trauma,Streaming Movie Review,,A Refreshing Exploration of Mental Illness,,,,By Candice Frederick,,All the Bright Places,"Romance, Drama",English,United States of America,2020-02-28,108,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"subject: Movies;creative_works: The Photograph (Movie);persons: Meghie, Stella;persons: Rae, Issa;persons: Stanfield, Lakeith;",2020-02-13T20:54:33+0000,862,‘The Photograph’ Review: An Unabashedly Old-School Love Story,,,An Unabashedly Old-School Love Story,,,,By Manohla Dargis,,The Photograph,"Drama, Romance",English,"Canada, United States of America",2020-02-14,106,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist."
https://www.nytimes.com/2020/02/13/movies/you-go-to-my-head-review.html,A mysterious architect persuades an amnesiac that she’s his wife in this elusive romance set in the Sahara.,The New York Times,"subject: Movies;creative_works: You Go to My Head (Movie);persons: de Clercq, Dimitri;",2020-02-13T12:00:05+0000,292,‘You Go to My Head’ Review: Untrue Love,Critic’s Pick,,Designing a Love Story,,,,By Jeannette Catsoulis,,You Go to My Head,"Drama, Mystery, Romance, Thriller","French, English","Belgium, France, Germany",2017-10-26,116,"Following a mysterious car accident in the desert, Dafne suffers from post-traumatic amnesia. Jake, the first person she sees when she regains consciousness, tells her he's her husband."
https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"subject: Movies;creative_works: Ordinary Love (Movie);persons: Neeson, Liam;persons: Manville, Lesley;persons: D'Sa, Lisa Barros;persons: Leyburn, Glenn;",2020-02-12T19:46:45+0000,569,‘Ordinary Love’ Review: In Sickness and in Health,,,Old-Sweater Lives,,,,By A.O. Scott,,Ordinary Love,"Drama, Romance",English,"Ireland, United Kingdom",2019-12-06,92,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.
https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"subject: Movies;persons: Condor, Lana;persons: Centineo, Noah;creative_works: To All the Boys: PS I Still Love You (Movie);persons: Fimognari, Michael;",2020-02-11T18:33:41+0000,654,"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",Streaming Movie Review,,"Follow Your Bliss While It Lasts, Kids",,,,By Amy Nicholson,,To All the Boys: P.S. I Still Love You,"Romance, Comedy",English,United States of America,2020-02-03,102,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.
https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"subject: Documentary Films and Programs;subject: Giraffes;creative_works: The Woman Who Loves Giraffes (Movie);persons: Dagg, Anne Innis;persons: Reid, Alison (Filmmaker);",2020-01-09T12:00:04+0000,279,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,,,A Special Spot  In Her Heart,,,,By Jeannette Catsoulis,,The Woman Who Loves Giraffes,Documentary,,"Canada, South Africa, United States of America",2018-10-03,81,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back."
https://www.nytimes.com/2019/11/26/movies/queen-and-slim-review.html,Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.,The New York Times,"subject: Movies;creative_works: Queen & Slim (Movie);persons: Matsoukas, Melina;persons: Waithe, Lena;persons: Kaluuya, Daniel;persons: Turner-Smith, Jodie;",2019-11-26T17:41:50+0000,799,‘Queen & Slim’ Review: Love on the Run,critic’s pick,,Love Simmers Inside a Cauldron,,,,By A.O. Scott,,Queen & Slim,"Crime, Drama, Thriller","Greek, Italian","Cyprus, Greece",1980-02-01,91,"A woman struggles to keep her stepdaughter from harms way after she hires an assassin to kill her husband, but the hitman turns and blackmails her for the crime."
https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"Adam Driver and Scarlett Johansson self-consciously uncouple in Noah Baumbach’s tender, stinging tale of divorce.",The New York Times,"subject: Movies;persons: Baumbach, Noah;creative_works: Marriage Story (Movie);persons: Driver, Adam;persons: Johansson, Scarlett;persons: ALDA, ALAN;persons: Dern, Laura;persons: Liotta, Ray;",2019-11-05T19:01:02+0000,1244,‘Marriage Story’ Review: Dance Me to the End of Love,critic’s pick,,"Friendly Split, Shattering Break",,,,By A.O. Scott,,Marriage Story,Drama,English,United Kingdom,2019-09-28,137,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes."
https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,This superficial take on the writing and initial staging of “Cyrano de Bergerac” is a whirlwind of soapy declarations and backstage chaos.,The New York Times,"subject: Movies;creative_works: Cyrano, My Love (Movie);persons: Michalik, Alexis;",2019-10-17T11:00:03+0000,291,"‘Cyrano, My Love’ Review: A Nose for Romance",,,"Cyrano, My Love",,,,By Jeannette Catsoulis,,"Cyrano, My Love","Comedy, History","French, Russian","Belgium, France",2018-11-10,113,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word."
https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"Directed by James Franco and featuring James Franco, this film indulges in a distasteful brand of nostalgia.",The New York Times,"subject: Movies;persons: Franco, James;creative_works: Pretenders (Movie);",2019-10-03T11:00:07+0000,276,"‘Pretenders’ Review: A Little New Wave Love, a Lot of Misogyny",,,Pretenders,,,,By Glenn Kenny,,Pretenders,Comedy,Cantonese,Hong Kong,1991-05-16,95,The Great Pretenders is a Hong Kong Comedy starring Tony Leung Chiu-Wai
